"","decreased","thetaType","thetaToken","target1","target2","target3","target4","target5","target6","typesd","tokensd"
"48",1,0.428565177414566,0.278832050708709,0.212611915625197,0.19254369991461,0.131434002020524,0.135801161625848,0.295506881526835,0.34247036879401,0.0272709607053548,0.00909032023511827
"49",1,0.286276602931321,0.173889513118592,0.265269234513872,0.265237004884543,0.259109684665647,0.264698012595569,0.269784322452811,0.27088944995888,0.0456425275187939,0.015214175839598
"50",1,0.429988336283714,0.190825135732249,0.311490143685121,0.306366618325059,0.302675017985142,0.30314598450449,0.31209165127498,0.313562999615862,0.0450774311181158,0.0150258103727053
"51",1,0.194265622552484,0.170064690292731,0.293359111817057,0.243483734990956,0.146133680548193,0.241579664785501,0.312899106788792,0.316364823558861,0.0388935782015324,0.0129645260671775
"52",0,0.221713775582612,0.215154592829422,0.421304025553288,0.375853727008228,0.326657861339639,0.35159119196805,0.463576303170399,0.483717500555236,0.0175689398404211,0.00585631328014036
"53",0,0.484492513071746,0.474157664326337,0.621626322900397,0.595765410500573,0.511587421363447,0.548125737715325,0.622538211426209,0.664801458402366,0.0315580963436514,0.0105193654478838
"54",0,0.139617613144219,0.114290545269148,0.483180437873713,0.465783861804572,0.342636848932723,0.412858858035259,0.485566764352433,0.510645068966339,0.013932056510821,0.00464401883694033
"55",0,0.330127975344658,0.300934577960044,0.230986174564691,0.224238935796556,0.193924585943307,0.207971648125925,0.279956412817214,0.381692496604511,0.0266442159283906,0.00888140530946354
"56",1,0.476389260496944,0.417427794321644,0.245661873886359,0.228110108593652,0.192941775189709,0.194883192393897,0.249718024079872,0.254883706151155,0.0296111476048827,0.00987038253496091
"57",0,0.358093580976129,0.357619623388942,0.43854734691301,0.429414453311985,0.276770984612213,0.293371780961369,0.521240357822873,0.542329195577059,0.027444178564474,0.00914805952149133
"58",1,0.279748990107328,0.246374593923366,0.224163004820537,0.223099498569857,0.212849317306822,0.222155299350471,0.235751784114496,0.292786889782804,0.0214476152509451,0.00714920508364836
"59",0,0.420580002479255,0.239525499584957,0.531177665358966,0.512868093582551,0.483503256532114,0.493939106143231,0.562576660111937,0.630509778803763,0.0462399800121784,0.0154133266707261
"60",0,0.218037746008486,0.142343551976031,0.588347556019742,0.451862665777323,0.376326658716829,0.385723671351363,0.610348677741282,0.643736904086607,0.0360006345529109,0.012000211517637
"61",1,0.292172634042799,0.190828793681066,0.265242137913376,0.192608892681319,0.162897958118253,0.188625755651425,0.284303430804499,0.37013261032459,0.0326364679448307,0.0108788226482769
"62",1,0.46215217448771,0.409790048910944,0.396171376078368,0.390502357218863,0.338820968341397,0.37534885918291,0.399617500295723,0.452876872467057,0.0411847175192088,0.0137282391730696
"63",0,0.470627404097468,0.210863944996219,0.485391393122788,0.464926317197465,0.447154783200899,0.459042627674535,0.506982133791621,0.507115060211857,0.0103222645074129,0.0034407548358043
"64",0,0.401736024860293,0.231597108074669,0.53524074478013,0.516782017028979,0.401744907745077,0.412263874242793,0.549187415343005,0.560655953462833,0.0314217668771744,0.0104739222923915
"65",1,0.240632766578347,0.159713249602841,0.353402322051176,0.345058026368756,0.245906862420005,0.250489110912901,0.395971926573688,0.408365357999951,0.0263964822795242,0.00879882742650807
"66",0,0.21216948768124,0.209436513036001,0.506395773181076,0.432455959155743,0.392629381694077,0.413629889951495,0.530136326017647,0.546848771543745,0.024981601992622,0.00832720066420734
"67",1,0.2755859346129,0.189935563936173,0.351291108982468,0.348651410193745,0.271640835879016,0.334527155260718,0.370565215418348,0.373171726061251,0.0179717688076198,0.00599058960253994
"68",1,0.27713008839637,0.216594017833652,0.376831991196254,0.315397237821953,0.271828300037989,0.287176878194417,0.386775077996824,0.401003450748442,0.0282869212515652,0.00942897375052174
"69",0,0.152263219747692,0.110178219919854,0.172480921626072,0.141698218305615,0.0627619636647934,0.0793917818584524,0.3324977273916,0.379039592069161,0.0322760370839387,0.0107586790279796
"70",1,0.157275091763586,0.106428678394394,0.336279458719398,0.334759659934114,0.293309371465876,0.294599337755066,0.356634358675045,0.360174545892576,0.0434893318731338,0.0144964439577113
"71",0,0.336559405177832,0.248907624741142,0.329102553541936,0.29395378144445,0.136333600422762,0.183624066796723,0.371976752060182,0.402662775423361,0.0146218863222748,0.00487396210742494
"72",1,0.204906935337931,0.15480684056865,0.271211102582292,0.232161372065557,0.2093161789431,0.213055506933747,0.303355544433257,0.371476106191058,0.035064372010529,0.0116881240035097
"73",0,0.410747521743178,0.235368469692779,0.599457642732851,0.503193827208868,0.469124736740364,0.475365768797636,0.60097902827115,0.620328115121043,0.0477866270300001,0.0159288756766667
"74",1,0.443424238078296,0.158891507627907,0.425199834651939,0.424165003836431,0.411659016314134,0.412921796806484,0.427928645505575,0.428744862751115,0.0179333228524774,0.00597777428415914
"75",0,0.357874353509396,0.306066579016825,0.517698374835899,0.473992969068731,0.41199864599418,0.427518874570448,0.54287438722882,0.543602898392398,0.0376933148596436,0.0125644382865479
"76",1,0.304735995456576,0.190287826666809,0.332910507360049,0.325941019767666,0.32555769643783,0.32585009427717,0.3353763770243,0.342230724573861,0.023225879566744,0.00774195985558132
"77",1,0.183123215101659,0.150704931686456,0.293457398197875,0.267684667245976,0.212725730934674,0.24415312077147,0.321495684556693,0.351705600805517,0.0242918252386153,0.00809727507953843
"78",0,0.103955757152289,0.103512553196097,0.346262305280781,0.286641617644593,0.169103335896034,0.171901133006921,0.488237920620685,0.507467505165659,0.0344140594732016,0.0114713531577339
"79",0,0.397704317979515,0.329963885790954,0.315124693301583,0.309670689143683,0.251869766152264,0.288638308299805,0.376084339433892,0.468370394859716,0.0318438719119877,0.0106146239706626
"80",0,0.197918474208564,0.166492196725893,0.396961387295607,0.392521904435684,0.238365613763228,0.325874144264001,0.404487913025819,0.422502481781125,0.0118887973949313,0.00396293246497711
"81",0,0.127122209407389,0.120117843498152,0.512694138785711,0.472017879503832,0.402845764438912,0.408092135942649,0.522431406074953,0.598382465989432,0.0135137914028019,0.00450459713426729
"82",1,0.111261142324656,0.106133059652465,0.258782867539689,0.212631204621662,0.192696480823787,0.20828520197172,0.286602286104804,0.310322877900723,0.011648594904691,0.00388286496823033
"83",0,0.137094947975129,0.127896529949084,0.204704355618981,0.175461588784802,0.128443213631739,0.168212745422738,0.295457813698008,0.387346641459425,0.0133573229052126,0.00445244096840421
"84",0,0.184957703854889,0.166826995550334,0.18123935585421,0.169683722631072,0.151836408107365,0.1686309650766,0.276724644814413,0.361187083508003,0.0486177040357143,0.0162059013452381
"85",1,0.177744694426656,0.171347737791642,0.445823939107399,0.432790318335057,0.410091105818183,0.424914260109891,0.446189865711682,0.449322630053906,0.0330131915211678,0.0110043971737226
"86",0,0.46636113403365,0.448576781180819,0.498211158161686,0.461502079243949,0.383324299667737,0.445676358500633,0.558370268671929,0.570433876079556,0.0191693646367639,0.00638978821225464
"87",0,0.278780322521925,0.169692221611507,0.421141383019667,0.386382686650985,0.201142123954346,0.384231539151202,0.423305801941755,0.507972171635196,0.0442469471879303,0.0147489823959768
"88",1,0.355775021389127,0.262572695705371,0.237883836023187,0.234405611616144,0.226388566886168,0.232801043108491,0.242404742274228,0.244228608183149,0.0382780519966036,0.0127593506655345
"89",1,0.341697654128075,0.128289832813166,0.338604934762564,0.328786573253747,0.282215712070906,0.309919397223955,0.340857160671149,0.407886286970224,0.0459993799589574,0.0153331266529858
"90",0,0.152697457186878,0.12707806415694,0.233210249403734,0.231252829044477,0.17950699800338,0.184119719647964,0.339373985060488,0.389831987528641,0.0310784809105098,0.0103594936368366
"91",0,0.245043181721121,0.173554853091164,0.454953778498572,0.269688624924521,0.215687679589241,0.26718517024096,0.496738550907168,0.524976025408508,0.0443613145221025,0.0147871048407008
"92",1,0.115481757838279,0.105549127309403,0.345388435975268,0.336853931276556,0.33016096157107,0.332412200818334,0.346079265302383,0.347567904501698,0.0425624340493232,0.0141874780164411
"93",0,0.133251454308629,0.129671459752225,0.425693308389746,0.406706352801862,0.230546886810451,0.2380538003219,0.433958499394258,0.439710956415585,0.0390314708650112,0.0130104902883371
"94",1,0.35554741602391,0.170962769271684,0.281897416071859,0.229977862058218,0.200789799338285,0.200978409463571,0.348189533225533,0.352574900937665,0.0110581074096262,0.00368603580320875
"95",0,0.17180880587548,0.147441974412989,0.586966836847118,0.533595806330374,0.38328454464289,0.512067361132732,0.634787093249663,0.710082553198093,0.0239195998758078,0.00797319995860259
"96",1,0.281756596080959,0.254203975781992,0.289430616462472,0.273495183885485,0.191094671440745,0.265074466508778,0.328537860983965,0.339905374199555,0.0332332533039153,0.0110777511013051
"97",1,0.219924933090806,0.199445745526996,0.364273517789147,0.323587329698711,0.154747589671817,0.252468166007197,0.376638424687994,0.38964034734677,0.0133310882933438,0.00444369609778126
"98",1,0.114578700624406,0.112482042631171,0.223765974361178,0.222385592675403,0.217523676348868,0.218851136115671,0.246519071662245,0.247007999786788,0.039038739670068,0.013012913223356
"99",0,0.378486378677189,0.371706305002364,0.506869216213205,0.498609688195966,0.446860828296049,0.49326087305074,0.513271550849416,0.525587204985978,0.0117942388635129,0.00393141295450429
"100",1,0.230938717257231,0.105375865513327,0.368067895920893,0.331142511991997,0.274110063674183,0.319542797211082,0.375405866899838,0.381353359669503,0.0466686983034015,0.0155562327678005
"101",0,0.128539956267923,0.111544834317994,0.231877092326543,0.216322510404306,0.139536994682532,0.162639424742024,0.252194079098686,0.410604706896237,0.0168813276663423,0.00562710922211409
"102",0,0.368130986765027,0.185833609792971,0.328934278595507,0.299890630069636,0.222677792622943,0.252125159219007,0.403942033078495,0.44646192066263,0.0468700716737658,0.0156233572245886
"103",0,0.232037550583482,0.107136846885512,0.396254134053696,0.38108514671914,0.336209124088004,0.371617625428683,0.454767994034411,0.459521129537923,0.0412314103543758,0.0137438034514586
"104",0,0.103294659499079,0.101646101465044,0.396046555140746,0.31897644651418,0.259557789446145,0.270771944695208,0.459791521702818,0.473770192751521,0.0249932251311839,0.00833107504372795
"105",1,0.350769662670791,0.318776325161665,0.330760805449571,0.327896050530023,0.241581115617993,0.319728950165075,0.374426435413528,0.375596795460789,0.0115529985446483,0.00385099951488276
"106",0,0.415904426667839,0.144172920394121,0.644422133836309,0.546575347359124,0.429925570523614,0.513480435294283,0.660067395741902,0.681824740495045,0.0112453119363636,0.00374843731212119
"107",1,0.334292983263731,0.319244899587535,0.351382513763971,0.331114490981818,0.295635287585378,0.295838569749722,0.400094534385458,0.410094668184048,0.0314476564433426,0.0104825521477809
"108",0,0.220292898081243,0.117861274552036,0.276049897569268,0.264047168339464,0.216446755510987,0.239677240839174,0.342764014311394,0.387515002466578,0.0358465511444956,0.0119488503814985
"109",1,0.454356907028705,0.194163677096499,0.328063440995695,0.305768157142786,0.296428701073466,0.296810757059048,0.332849063055785,0.337015346069946,0.0296908134873956,0.00989693782913188
"110",1,0.351556900702417,0.287275237737694,0.389251219692509,0.319754110370417,0.2113145341414,0.297912005136062,0.404949723770484,0.41627210133943,0.0180684558860958,0.00602281862869859
"111",0,0.103675350453705,0.103280181872812,0.566305068320287,0.564379922057386,0.471859032684547,0.495068986438634,0.579405365853937,0.590756127813204,0.0400046401843429,0.0133348800614476
"112",0,0.442699865438044,0.361217754226351,0.453078147214878,0.347975194165641,0.225667732605177,0.283381522666744,0.455362074811827,0.539064356046342,0.0406583862472326,0.0135527954157442
"113",1,0.191988287307322,0.138053598395026,0.400785196081484,0.394093656900333,0.344814523467283,0.380807726611324,0.410156630413495,0.426116079166776,0.0444039564952254,0.0148013188317418
"114",0,0.314345228578895,0.221401940656863,0.440160778543201,0.422215830798353,0.33405892172958,0.362491361640767,0.469208096925153,0.57876051532388,0.0314094978105277,0.0104698326035092
"115",1,0.429308318346739,0.318426759691392,0.259848826101635,0.224538421338425,0.11283379328308,0.118294475268165,0.299610116309915,0.305305162331368,0.0163941670116037,0.00546472233720124
"116",1,0.208297377079725,0.152396150760037,0.267993858125035,0.264647476123525,0.257506993634103,0.262329147895591,0.297778282265754,0.305300316621026,0.0420332113932818,0.0140110704644273
"117",0,0.438605472911149,0.35375124724094,0.534591887013974,0.50941967408782,0.495662018377441,0.502092659977624,0.540693339654494,0.541483777757621,0.0281238504964858,0.00937461683216194
"118",1,0.271565234754235,0.249552216968741,0.360937089306383,0.34013489872791,0.310621179516211,0.337682974680139,0.377676802782119,0.386029171220435,0.0247830356284976,0.00826101187616587
"119",0,0.185463732108474,0.178685473164271,0.489934291086368,0.446063730064062,0.273467608343232,0.356004825850565,0.493888762621669,0.57069780144761,0.0301223203074187,0.0100407734358062
"120",1,0.341022796183825,0.237278487636643,0.393381784102188,0.388394555441892,0.381113394512857,0.386339088769443,0.398031016953889,0.408429820525643,0.0101397059578449,0.00337990198594828
"121",1,0.307462465576828,0.226696068033754,0.243594796957757,0.242871902485796,0.233780581505068,0.237074496249564,0.244275224366083,0.249772995714539,0.0291213546786457,0.00970711822621524
"122",0,0.492466294392943,0.22869962293971,0.379248531612708,0.358666918175461,0.276509611951809,0.33894794966907,0.446739699256933,0.454902583940161,0.0431303416378796,0.0143767805459599
"123",1,0.112675932794809,0.102257982250064,0.328113889695693,0.325466683035939,0.318048620388387,0.32291163478672,0.328652398792455,0.329451010035075,0.0406259862240404,0.0135419954080135
"124",1,0.138900656998158,0.111820365957303,0.369826476488483,0.364691860274004,0.304724377806547,0.339984236311732,0.376970035912708,0.404273310831185,0.0237841558549553,0.00792805195165177
"125",0,0.308648477494717,0.235982567365444,0.447067376044931,0.346100760235671,0.250365246442549,0.338933912655489,0.538064497335331,0.592083603864464,0.0487327539268881,0.0162442513089627
"126",0,0.44845636645332,0.390864227713017,0.540278727382038,0.49982759229772,0.417797442965016,0.452624575470218,0.55605941094286,0.692390403393774,0.0104976931493729,0.00349923104979098
"127",0,0.383409104775637,0.116306714132642,0.55088088401878,0.548786274998432,0.534299439180648,0.546318626622879,0.55089240376657,0.560922183101132,0.0374903359077871,0.012496778635929
"128",0,0.124243980180472,0.103207973806511,0.411183231703402,0.407102517464906,0.27242643702392,0.273739883564632,0.426107493327717,0.460032850932298,0.0322598355636001,0.0107532785212
"129",0,0.323208640236407,0.118205359142641,0.51411946158877,0.51271660590819,0.507196999566689,0.511686030204555,0.552162411020013,0.556078794937138,0.04865279879421,0.01621759959807
"130",0,0.40392054002732,0.279714210762564,0.513193593728309,0.491007953945952,0.416954210080026,0.475584879096914,0.532035147633306,0.592926937978466,0.0209963051602244,0.00699876838674148
"131",0,0.484695275500417,0.187047274672054,0.414648669204163,0.368183978133543,0.181360685202745,0.236403718134616,0.43113531021006,0.546208377765448,0.0170015764888376,0.00566719216294587
"132",1,0.235228755418211,0.203999538416241,0.288628631319423,0.268851222713754,0.262564553916046,0.26556374649624,0.29396637540537,0.295191985041464,0.0114779714401811,0.00382599048006038
"133",1,0.376044102013111,0.366532708897724,0.382746321489425,0.375921754182433,0.364061188707066,0.365533687973255,0.387888297881674,0.450145601963038,0.0237922958191484,0.00793076527304947
"134",1,0.460728756245226,0.295973204977339,0.338296513015781,0.33623251613995,0.335308970507466,0.335886540259574,0.339551227619012,0.347547015934402,0.0316408757958561,0.0105469585986187
"135",0,0.102082803286612,0.101756865397939,0.679911631770543,0.645600315048657,0.552083124811413,0.61328956438446,0.708657067775094,0.710468415797618,0.0136192595120519,0.00453975317068398
"136",1,0.223429570812732,0.217652174677235,0.254348351665516,0.246623550753452,0.170403403167369,0.241475230871964,0.272132809400155,0.291861509191214,0.0284888042043895,0.00949626806812982
"137",0,0.21257341504097,0.196553437667578,0.490048700241604,0.485964059081395,0.474172821562115,0.483651973466172,0.493382990691785,0.547940403256874,0.0439709925092757,0.0146569975030919
"138",1,0.247482018917799,0.184618026159389,0.279923639923897,0.267949922123674,0.260545444728822,0.263603876579232,0.283151540697509,0.287360792087907,0.0483549707289785,0.0161183235763262
"139",1,0.117426286824048,0.114359973102221,0.420939716695317,0.417557082948574,0.415888355210178,0.417086811715571,0.421322576311144,0.423883773753095,0.0146046499162912,0.00486821663876375
"140",0,0.419751283060759,0.119051813553502,0.546105054665832,0.521541927119202,0.508975154107031,0.518031394119519,0.560687649937393,0.579716509533748,0.039898571530357,0.0132995238434523
"141",0,0.112221706286073,0.103018045289047,0.537148003269898,0.482487507978221,0.359986032165003,0.418368945496354,0.560067154336261,0.573168054053372,0.0174971304740757,0.00583237682469189
"142",1,0.447313521243632,0.429317305402432,0.212129490188495,0.209898771310076,0.178808293060308,0.191487704430105,0.226324765059832,0.286134546562315,0.0159904855303466,0.00533016184344888
"143",0,0.293848186172545,0.171834010164953,0.524302856215674,0.508334797181602,0.447358911660692,0.486154212804392,0.543446976960606,0.557887529050736,0.0211462968308479,0.00704876561028262
"144",1,0.28882668139413,0.162889548643784,0.36614671754739,0.360820223666354,0.3287141865654,0.349065048299422,0.381422509466464,0.410884745884875,0.0251860768627375,0.00839535895424585
"145",1,0.243200059980154,0.188471195936283,0.270874883633549,0.225304427092949,0.208164110563599,0.20933140745784,0.278321221296463,0.328916691762517,0.0155569896288216,0.0051856632096072
"146",0,0.243811487779021,0.150303754298144,0.497597913156319,0.484330651680119,0.458108709119704,0.468579213253246,0.502251378190317,0.503700389983493,0.0297558186110109,0.0099186062036703
"147",1,0.489279050193727,0.130040224334804,0.258933485374303,0.223372010824288,0.200331591732942,0.211797766518398,0.289505371823532,0.311538047325298,0.0464029176905751,0.0154676392301917
"148",1,0.429118742700666,0.276921348674021,0.604078509128405,0.598764645945936,0.587798830339534,0.591510122852375,0.610123821237704,0.617196853070625,0.0437281159777194,0.0145760386592398
"149",0,0.301833086740226,0.124834297412284,0.572936082423352,0.571091616449429,0.514198393543008,0.548617602666261,0.65169758090889,0.673425156942982,0.0442043666634709,0.0147347888878236
"150",1,0.159549433924258,0.128851436042087,0.312759643554134,0.301205769078514,0.299385998319972,0.299799011187321,0.319518915834378,0.332180266855262,0.0419211891107261,0.0139737297035754
"151",0,0.164000507909805,0.128677547753236,0.214972118469207,0.21144195557989,0.155873141141053,0.158013093139712,0.297712476073172,0.316026628721421,0.0140898185130209,0.00469660617100696
"152",0,0.207557194214314,0.106853080423312,0.516695196159148,0.491928413607005,0.419749590084814,0.488395401085856,0.527238430837068,0.54172138688971,0.0223811220936477,0.00746037403121591
"153",1,0.347031703218818,0.130160960106099,0.223392757862879,0.1975278559187,0.135645120405867,0.191008867202094,0.247898908621527,0.262757226399952,0.046818201104179,0.0156060670347263
"154",0,0.290867846645415,0.206740965816328,0.449399602003912,0.41258392591415,0.383003595156258,0.407653150808269,0.494049846236902,0.5100217035992,0.0499055932927877,0.0166351977642626
"155",0,0.314420316834003,0.276481302301161,0.575718329708184,0.548657041508878,0.452136560189191,0.453295234541483,0.608254665424197,0.635086039376997,0.0305281932186335,0.0101760644062112
"156",1,0.125078538339585,0.114019691609903,0.240951781457592,0.234204421783741,0.20738761265834,0.227993161862056,0.249961011003146,0.29196389525589,0.015135103771463,0.00504503459048768
"157",0,0.14074068069458,0.136879482961374,0.485227033450888,0.465174429175764,0.343402167785995,0.441201653973599,0.505145843079415,0.623518839437668,0.0112255803775042,0.00374186012583474
"158",1,0.204669652506709,0.100642536747585,0.43734596969223,0.415910297981742,0.358003258124712,0.38045613775236,0.448155079539637,0.450153729659257,0.0288901091460139,0.00963003638200462
"159",0,0.142665407434106,0.10705270094172,0.410567596366995,0.409118440439259,0.387567720077943,0.392691527022914,0.444580659622904,0.459429547580659,0.0436347452364862,0.0145449150788287
"160",0,0.120510368887335,0.108361359920585,0.35071594423526,0.336494840664556,0.266806791224253,0.28696558371859,0.388834293640064,0.481256504494226,0.0115981234330684,0.00386604114435613
