"","decreased","thetaType","thetaToken","target1","target2","target3","target4","typesd","tokensd"
"26",1,0.333454727195203,0.314154884898014,0.42104448756646,0.45202718356239,0.403658381052017,0.568428899311961,0.0424714945210144,0.00707858242016907
"27",0,0.306935524195433,0.196872165090447,0.427864551180626,0.513720556189836,0.40159515516134,0.549832062484316,0.0250238825846463,0.00417064709744106
"28",0,0.448465004004538,0.29340337845166,0.285844410371821,0.376200698682254,0.207397795929537,0.4516161389551,0.0670983393141069,0.0111830565523511
"29",0,0.428798570390791,0.164867932746873,0.302948786640179,0.414046293964802,0.289128716821292,0.529794616114403,0.04111866469495,0.00685311078249166
"30",1,0.470030785817653,0.318604520995178,0.274292483632557,0.319265875791286,0.235023280528205,0.340960092779235,0.0508005424588919,0.00846675707648198
"31",0,0.161660535354167,0.137810291877633,0.125781288556608,0.252762376312162,0.0597815593718602,0.299834341956939,0.0761256057792343,0.0126876009632057
"32",1,0.434607686009258,0.401817950972741,0.581000455726023,0.587760839278211,0.554856464600905,0.615054717377464,0.0106414560275152,0.00177357600458587
"33",0,0.296284143719822,0.144759326244633,0.530570561725609,0.556959011948795,0.434176407784109,0.618353170993372,0.0700945093389601,0.01168241822316
"34",1,0.190040944609791,0.139809412661736,0.358222825740141,0.358939616000719,0.3487740785581,0.364028173349792,0.0274355533742346,0.0045725922290391
"35",0,0.350358984619379,0.211408886743948,0.541357030113561,0.619390818425063,0.517841512116158,0.680492772757783,0.0318020598776639,0.00530034331294398
"36",1,0.279890221077949,0.112999348881052,0.237934116810811,0.259886315041772,0.130572356084061,0.312253117346527,0.0310482110781595,0.00517470184635992
"37",1,0.384339246340096,0.139698350189761,0.245312978695345,0.249728889794816,0.211141870069004,0.285747973067929,0.0855409072339535,0.0142568178723256
"38",0,0.195058388076723,0.120064460860656,0.466529778900499,0.486300924403794,0.394053250783175,0.557790593693984,0.0729346903855912,0.0121557817309319
"39",1,0.473296391405165,0.162500980536424,0.551274757464643,0.565127279151324,0.504950233086789,0.581196671202513,0.0464744947943837,0.00774574913239728
"40",1,0.123148404899985,0.1028944241521,0.41805953486879,0.44020470891974,0.412886873959801,0.441115666434795,0.0269741714932024,0.00449569524886707
"41",0,0.424646720848978,0.275677007371704,0.200911801740206,0.251194502297151,0.151042329221704,0.253010645401291,0.0933353645750322,0.0155558940958387
"42",1,0.224854389205575,0.169523816424653,0.231121990693576,0.260309970590062,0.193977911819967,0.30801688503799,0.0284767112042755,0.00474611853404592
"43",0,0.266139017045498,0.265635936031949,0.292562463288803,0.391158591493861,0.176815901295018,0.392145971024751,0.0766199345747009,0.0127699890957835
"44",1,0.140214329212904,0.114115261024177,0.451571900267557,0.453232831704821,0.432961368953871,0.459735247455473,0.0409909984190017,0.00683183306983362
"45",0,0.279322214797139,0.11816469061535,0.592172272794689,0.607273763108489,0.397394255145486,0.616036590399052,0.0901099695940502,0.015018328265675
"46",0,0.196308290492743,0.188852488283777,0.402126418143703,0.490299771999766,0.263257902910715,0.532632850513661,0.0148414416075684,0.0024735736012614
"47",0,0.165094132814556,0.127606798483851,0.439473069222298,0.531921214999682,0.372312488656849,0.532781415478155,0.092158438374754,0.0153597397291257
"48",0,0.125966077949852,0.119842409111144,0.598108804638886,0.599615619142733,0.595381011383823,0.600143181203329,0.0793404480698519,0.013223408011642
"49",1,0.304410478658974,0.128912563058641,0.362159302299586,0.365828020139655,0.353446560543854,0.371491504071225,0.0348337730695494,0.00580562884492489
"50",1,0.311842433828861,0.270254417682267,0.342470453801689,0.376547329409056,0.269180228857856,0.543958701866557,0.0344741427362897,0.00574569045604828
"51",1,0.396042634826154,0.159716552732682,0.294098084622357,0.336198316375653,0.229819752371121,0.370142579037321,0.0779527494427748,0.0129921249071291
"52",0,0.238141117896885,0.207213229781345,0.321881072536884,0.438921592206965,0.320033452867198,0.535628194702042,0.0395441454532556,0.00659069090887594
"53",1,0.161538842506707,0.107183891032372,0.293362172218465,0.294552596649122,0.291306882160807,0.303950026600859,0.0737127900216728,0.0122854650036121
"54",1,0.459285481460392,0.283103463311842,0.218972545442715,0.219744142003399,0.209331489259437,0.224848635378409,0.0931936148367822,0.0155322691394637
"55",1,0.219832533691078,0.101730115509209,0.523783076412281,0.531067923554446,0.506677349815986,0.534625435992317,0.0109753085300326,0.00182921808833877
"56",0,0.42165082776919,0.309558407273104,0.404579931202664,0.45746126933232,0.39769261384205,0.45913992332708,0.0727063256432302,0.0121177209405384
"57",1,0.144349958840758,0.112943401627869,0.218794022826211,0.225032053866806,0.214125806883318,0.230038425950913,0.0204232619190589,0.00340387698650981
"58",0,0.238224810175598,0.157995876670518,0.352473310810751,0.361324220362085,0.331390070329848,0.363654920579132,0.0898419024376199,0.01497365040627
"59",0,0.343377736862749,0.297647323994222,0.296615827155565,0.357547270739716,0.262919298095293,0.359881685365731,0.0856064134417102,0.0142677355736184
"60",0,0.468423911277205,0.223039575268912,0.52311202709986,0.525646436056954,0.519485217220321,0.532012543960849,0.0941221036482602,0.01568701727471
"61",0,0.150770922377706,0.112045661314231,0.432822261820005,0.452237521104138,0.431197688558607,0.46225230904577,0.090816344153136,0.015136057358856
"62",0,0.167368286661804,0.10872704943696,0.407153825569867,0.489719980374205,0.29610443933149,0.500812023308436,0.0761525237374008,0.0126920872895668
"63",0,0.356379192788154,0.349698628761757,0.399014060572859,0.520293677599808,0.338788636050128,0.55944755638356,0.0769531423202716,0.0128255237200453
"64",1,0.468344182986766,0.100511920410429,0.272726226866654,0.276320826234045,0.18271017132727,0.281644347141833,0.0835727038513869,0.0139287839752312
"65",1,0.440406853798777,0.263542078412226,0.34229717812279,0.349096003947544,0.217910874455275,0.418979904563636,0.0849249064805917,0.0141541510800986
"66",0,0.194093753397465,0.181489599313932,0.613937936857071,0.63891216174464,0.571090709827561,0.644887139184026,0.0977969278534874,0.0162994879755812
"67",1,0.282115417346358,0.168649578721342,0.550828778764068,0.551061952682689,0.537734327156934,0.564333758874917,0.0140797227248549,0.00234662045414249
"68",0,0.211076079681516,0.169636439528632,0.504597847527414,0.636371470281868,0.339674838300652,0.642959904240071,0.0844718682602979,0.0140786447100497
"69",0,0.319125696830451,0.142686653052863,0.547525994317991,0.59444096798736,0.418717550828037,0.63099105233838,0.0808629636582918,0.0134771606097153
"70",1,0.480787290912122,0.233971637120714,0.293924098286273,0.309241029350847,0.136901597083404,0.329250858484429,0.0367323114583269,0.00612205190972115
"71",0,0.362874012533575,0.332343092016522,0.57871998515152,0.590008645395163,0.569473452292534,0.595462942055067,0.0970737275667489,0.0161789545944581
"72",0,0.121528126392514,0.105250819646008,0.411483902041755,0.49617048112004,0.387384664549247,0.65036955810829,0.0517466338537634,0.00862443897562722
"73",1,0.292950901761651,0.255050071909089,0.523251316479057,0.524460814020262,0.487588993106179,0.554643305913425,0.028717570619192,0.00478626176986533
"74",1,0.164099938981235,0.119739709487369,0.389458695871619,0.409157051828729,0.281829193435843,0.494688281156342,0.0119168871501461,0.00198614785835768
"75",1,0.304991151578724,0.179571575470465,0.28159865800803,0.308481630079486,0.250955934144726,0.313599647761959,0.0307090057665482,0.00511816762775804
"76",0,0.375827733799815,0.168484443494718,0.431019510259716,0.500663550227799,0.351869384328006,0.547617978191788,0.0294912059069611,0.00491520098449352
"77",1,0.307986345142126,0.176494373880938,0.200819345308782,0.225001381367871,0.151412265531338,0.369483642964439,0.0607440593605861,0.010124009893431
"78",1,0.411942289303988,0.134769982886073,0.255283191318968,0.294628723909501,0.239196500821918,0.334566656538333,0.0776560917613097,0.0129426819602183
"79",0,0.49026146279648,0.255446287488557,0.501140890531592,0.56823204649341,0.47964602167378,0.631882708966813,0.026303558931686,0.00438392648861433
"80",0,0.322503896057606,0.272146674086064,0.395432712098242,0.458288514884258,0.38825356087532,0.494197774059577,0.0134910608478822,0.0022485101413137
"81",0,0.143406511936337,0.135158046615993,0.257138621326935,0.279831953631943,0.236624456996466,0.387282623615202,0.0814230953389779,0.0135705158898296
"82",0,0.120814586244524,0.103419660141146,0.308519735522384,0.330829344993107,0.303853319651186,0.362145422208336,0.0984324936871417,0.0164054156145236
"83",1,0.314524560701102,0.223269623738757,0.445088132019605,0.479288191983368,0.444796391786825,0.502242304832208,0.0325645488267764,0.00542742480446274
"84",0,0.230469920113683,0.176295467656558,0.411078177586482,0.438104496910762,0.211835877152417,0.469455147065313,0.0654471361567266,0.0109078560261211
"85",1,0.200025223940611,0.195041178899489,0.189427699924547,0.222674413591041,0.107751321642243,0.267353190512479,0.0489758324599825,0.00816263874333042
"86",1,0.112040418200195,0.100038298288433,0.349984691123785,0.36407889785131,0.322998134997605,0.376181548110259,0.0116847746493295,0.00194746244155491
"87",0,0.130081140529364,0.121734530589273,0.561064576481898,0.568347039071918,0.55992820818406,0.572379980696756,0.0958666709600948,0.0159777784933491
"88",0,0.1477878655307,0.115794101302278,0.248177980366183,0.353515449876011,0.228567084441979,0.397783235047799,0.0232840098300949,0.00388066830501581
"89",0,0.104117600712925,0.100234841677563,0.501344167843424,0.503246226732862,0.468846107101304,0.588423876949244,0.0584940279787406,0.00974900466312344
"90",1,0.42820085529238,0.214988763753235,0.188259159720459,0.19783756126659,0.141486829532119,0.223393071648739,0.0639566286047921,0.0106594381007987
"91",0,0.186825049389154,0.100266695631394,0.342028870941554,0.389513287218426,0.328948690743048,0.500947806980961,0.0559030456701294,0.00931717427835489
"92",1,0.220560889039189,0.101313437631383,0.382258980795019,0.390033528345524,0.359360835801909,0.397791517479295,0.0356888637761585,0.00594814396269309
"93",0,0.232907104119658,0.224448363072592,0.179789011579296,0.275173927391873,0.177762773529812,0.277945409665545,0.0587993946252391,0.00979989910420651
"94",0,0.212186581734568,0.157038636742389,0.619152397483802,0.634435462193376,0.591341068286513,0.655892361197713,0.0846190950484015,0.0141031825080669
"95",1,0.389499049447477,0.230084746636467,0.488042432271769,0.52574017365454,0.462881955144115,0.676698343900451,0.0269639595900662,0.00449399326501104
"96",0,0.136278297100216,0.129926968106497,0.238756878103888,0.364620268657803,0.217491902829764,0.464417383160704,0.0670571325160563,0.0111761887526761
"97",1,0.198057664744556,0.110420080148145,0.242122775620687,0.271981593057189,0.233659766849198,0.297425728749707,0.0258662303467281,0.00431103839112135
"98",0,0.190179212484509,0.169779876026699,0.577295093413726,0.640119450237298,0.491803757900057,0.640876430658492,0.025627568163909,0.0042712613606515
"99",0,0.285352449677885,0.271506660354964,0.597254121478763,0.629432084272162,0.560712188123272,0.650817508817227,0.0741403403203003,0.0123567233867167
"100",0,0.199483885895461,0.136616513465937,0.399328541743424,0.449087480311431,0.390338457104279,0.60819389307172,0.0433496001944877,0.00722493336574795
"101",1,0.179518219456077,0.153736303124224,0.428045634057245,0.430185562326767,0.379591298738189,0.58214633733253,0.0424605009006336,0.00707675015010561
"102",1,0.325170961488038,0.298747686331115,0.285744810974946,0.297765244504675,0.269774395686063,0.310296866579904,0.0342799986433238,0.00571333310722063
"103",0,0.112021897174418,0.109346845102161,0.546956588553571,0.623387710051088,0.536095331242368,0.648102891787707,0.0716988120600581,0.0119498020100097
"104",0,0.334460547845811,0.274212722191959,0.545875181942544,0.613772661658265,0.459780612867488,0.729578905931255,0.0459303510282189,0.00765505850470315
"105",0,0.202801824267954,0.189129769622591,0.385746259468518,0.404604353146163,0.371189445469912,0.420993357023369,0.0930988747719675,0.0155164791286613
"106",0,0.109965392109007,0.105915872762788,0.462479799272897,0.480252358861619,0.453972005788127,0.586192684980398,0.062519435363356,0.0104199058938927
"107",0,0.243366029113531,0.102559351753458,0.391035768721499,0.420817307212066,0.344719390000283,0.495656631769256,0.0865723115671426,0.0144287185945238
"108",1,0.441646741796285,0.165349712181583,0.312606353440459,0.344666034685583,0.293416019110033,0.363451498241975,0.016824447682593,0.0028040746137655
"109",1,0.41718218550086,0.129769178583617,0.190952700195441,0.195986080945555,0.186225550976906,0.243463583745378,0.0337059910153039,0.00561766516921731
"110",1,0.337930094543844,0.209164580090256,0.462203972459449,0.472654411816197,0.448436406531685,0.474638170630728,0.0588944921153598,0.00981574868589329
"111",0,0.122881240025163,0.101604501259826,0.362693644888569,0.397828488218895,0.354292290235446,0.402891089976045,0.0718320149392821,0.0119720024898803
"112",0,0.258735423441976,0.231562435638559,0.511682628838412,0.592144101280443,0.471830987063194,0.613933960823559,0.0258808751450852,0.00431347919084753
"113",0,0.169770671147853,0.130259319192484,0.598982336634435,0.604734873867909,0.553627067664711,0.631761346085133,0.0543302540224977,0.00905504233708295
"114",0,0.12996124709025,0.107264193007315,0.412635502449292,0.440574953532796,0.384765304526134,0.54400529757107,0.0688103778217919,0.011468396303632
"115",0,0.194289534818381,0.17989189263843,0.410082517870213,0.474839109493194,0.408083638808063,0.490597308253776,0.0393157327664085,0.00655262212773475
"116",1,0.303183707967401,0.162438659345112,0.523167935871603,0.529216780711766,0.473832187421234,0.564742419584428,0.056479555987753,0.00941325933129216
"117",1,0.409802941326052,0.124581817490259,0.453956108803014,0.477932923123919,0.453071086569802,0.483211148799937,0.0300505335326307,0.00500842225543844
"118",1,0.345206612255424,0.161362293206444,0.189064272089472,0.271357871194318,0.134342718132563,0.274206926749681,0.0341427621408366,0.0056904603568061
"119",0,0.321429731603712,0.296054934659428,0.36449112954804,0.423895115222531,0.363011325125805,0.433872357884549,0.0251990158087574,0.00419983596812623
"120",0,0.12623636815697,0.10524710062154,0.442548629608948,0.488616105706228,0.41898364662322,0.523260201558748,0.0172069895919412,0.00286783159865687
"121",1,0.475627734512091,0.12041914899238,0.26588951504197,0.272387090251168,0.233641351850879,0.336488600125659,0.0858639014419168,0.0143106502403195
"122",0,0.469479102548212,0.304887901682467,0.527704145905807,0.555232583664826,0.527191406163674,0.618278907404049,0.079116490574088,0.013186081762348
"123",0,0.210449528321624,0.186262764497694,0.182766142260867,0.204296289662982,0.159884987916625,0.260051467236093,0.075560342927929,0.0125933904879882
"124",0,0.284186908788979,0.235265336421997,0.287551424738695,0.342194574357542,0.252572184160896,0.34554967158748,0.020899437146727,0.0034832395244545
"125",0,0.499929386284202,0.215721224535736,0.348875091200151,0.428106206447849,0.139441490034966,0.436331888036162,0.011704857039731,0.00195080950662183
"126",0,0.440146661177278,0.248761844320837,0.200832825190367,0.370306360730315,0.180479905854076,0.39027001107764,0.0838450083322823,0.0139741680553804
"127",0,0.299436098244041,0.280154822073229,0.538152173449707,0.598200750074787,0.5112771058563,0.600203680982577,0.0169659081613645,0.00282765136022742
"128",1,0.41638269321993,0.301493082262172,0.219687712333405,0.229857387262941,0.21534647120532,0.237144678776686,0.0864182305405848,0.0144030384234308
"129",1,0.179944665264338,0.151759611548367,0.367538036973908,0.373852805991622,0.354023971722853,0.405782403661152,0.0367696662270464,0.00612827770450773
"130",0,0.138579909969121,0.131484082565157,0.26290251141625,0.317234331714031,0.169259500711817,0.356740566933363,0.0513799189892598,0.00856331983154329
"131",1,0.45758594982326,0.241239815106132,0.240070426108887,0.259831741242027,0.217139146583761,0.287863163116972,0.0133028765395284,0.0022171460899214
"132",0,0.466200776677579,0.3470802025091,0.515099263629938,0.618372619702767,0.431033403629145,0.658228434418166,0.0340402775956318,0.00567337959927196
"133",1,0.364535903558135,0.362759641566283,0.243082402883117,0.271431937249531,0.217927947912698,0.319994649672618,0.063278525848873,0.0105464209748122
"134",1,0.439970901422203,0.276382277442296,0.170378852268941,0.186927545838589,0.160287434295105,0.19893692106367,0.0655788326193579,0.0109298054365596
"135",0,0.211446659639478,0.19885054496258,0.489729481813182,0.489996011135893,0.487909712881466,0.49058608607661,0.0926507850387134,0.0154417975064522
"136",0,0.208844586741179,0.130797353606428,0.362291498787214,0.420300348997142,0.360759097564304,0.482290859768429,0.0659828076208942,0.0109971346034824
"137",1,0.249840911012143,0.192206132680443,0.503844864654807,0.506790998701248,0.501591018109473,0.525236072605912,0.0197500884975307,0.00329168141625511
"138",0,0.106691317260265,0.101681939580948,0.208135783687738,0.212899266331848,0.201293720021874,0.225971817993717,0.0717309109983034,0.0119551518330506
"139",1,0.385049647372216,0.343415185125191,0.218685035798316,0.254107381010998,0.178257532743896,0.328304043492304,0.067837618815247,0.0113062698025412
"140",1,0.352248515002429,0.241350211265276,0.448799287222699,0.469064789403795,0.411878110925456,0.475290185476933,0.0231454063020647,0.00385756771701078
"141",1,0.132657211273909,0.12429880682351,0.38865161805041,0.405350556023778,0.358045028583651,0.478709339041974,0.0185805398179218,0.0030967566363203
"142",1,0.361721837613732,0.188776991730087,0.512521474338321,0.514629414139313,0.468911824073129,0.522356943325087,0.0499023036845028,0.00831705061408381
"143",1,0.173472229205072,0.102406113603489,0.204556856365578,0.231524517800833,0.203793049074504,0.23668846538881,0.0583708932320587,0.00972848220534312
"144",0,0.404361510276794,0.18527529696443,0.371674753359692,0.462032384747652,0.370139195697216,0.520448890096845,0.0665205729473382,0.0110867621578897
"145",0,0.244170912727714,0.132779057707135,0.647522154594241,0.652592662789177,0.612905243517012,0.676666471731339,0.0683581718616188,0.0113930286436031
"146",0,0.143092439882457,0.100423796243369,0.354432038950612,0.458726629244227,0.33649768500219,0.5143376436181,0.0119576327758841,0.00199293879598069
"147",1,0.480073663592339,0.319473629244234,0.382339329702172,0.396511017789875,0.34167405462672,0.404749026086221,0.0701751331891865,0.0116958555315311
"148",0,0.307294237893075,0.145331951355723,0.536227544036173,0.652389424331376,0.53504055563643,0.66190246860891,0.0726560981571674,0.0121093496928612
"149",1,0.415717019978911,0.177143881425797,0.512892513292258,0.516062552521049,0.507426262786365,0.51613403456918,0.0721963806496933,0.0120327301082822
"150",1,0.304016563668847,0.179230143567785,0.285248909696194,0.311209807659168,0.279718950582074,0.454935190155101,0.0378979440918192,0.0063163240153032
"151",1,0.481345325522125,0.46719901371498,0.635268295412526,0.639860241685972,0.618998714584595,0.653166015557271,0.0173632794804871,0.00289387991341452
"152",0,0.289391835220158,0.202823172113651,0.376709257470654,0.377193084416507,0.302780651269356,0.562659910325723,0.0831359228980728,0.0138559871496788
"153",1,0.447660489287227,0.134674041510698,0.39233203152942,0.455378445479077,0.383550846440334,0.50694229617476,0.0599394040950574,0.00998990068250957
"154",1,0.452193267457187,0.122491100639618,0.286981073678237,0.303768359059879,0.286212717371534,0.304220415405193,0.0704507529642433,0.0117417921607072
"155",0,0.337908987794071,0.138847523665716,0.164386628913125,0.303265633512499,0.152466943934614,0.309730790993219,0.0129027831973508,0.00215046386622513
"156",1,0.287435992155224,0.218424691665228,0.37409849984173,0.374454012280575,0.363479992119219,0.384783176656644,0.0749888507928699,0.0124981417988117
"157",1,0.420408421661705,0.106421813764248,0.385512605035552,0.388297255644311,0.352541490864645,0.412127146368092,0.0177858587657101,0.00296430979428502
"158",0,0.489846644550562,0.247168296089309,0.207923019295665,0.276820822669281,0.181001943542634,0.303075186144017,0.0803085663728416,0.0133847610621403
"159",0,0.3125483924523,0.182714177267386,0.350857212379313,0.460942292596104,0.334772956608454,0.566115087084146,0.024666640276555,0.00411110671275916
"160",0,0.134553810954094,0.106668302389981,0.550595377228061,0.595860673203417,0.444942992453569,0.647084348923831,0.0196554811601527,0.00327591352669212
"161",0,0.297523563820869,0.116455676262841,0.546546609236908,0.556155307138718,0.539391095536611,0.556771209426348,0.0767930085328408,0.0127988347554735
"162",1,0.330056337174028,0.17482523713696,0.347272644355066,0.407839805674157,0.276192072441793,0.580691611608711,0.0152041871380061,0.00253403118966768
"163",1,0.158324955962598,0.117803151500287,0.289962498560402,0.313781751119887,0.222489951634254,0.324623903849077,0.0251053703576326,0.00418422839293877
"164",1,0.262389539461583,0.140186876636763,0.57016935688208,0.574580589254512,0.55212579746318,0.574611883369752,0.0135093890316784,0.00225156483861307
"165",0,0.367684646509588,0.352692483890112,0.500038553515193,0.621178115326663,0.403992433804152,0.703881844099702,0.0140116482391022,0.00233527470651704
"166",0,0.189103064313531,0.183538455849821,0.422238150269335,0.424535725794044,0.421673740616013,0.430301318949864,0.0656453087180853,0.0109408847863475
"167",1,0.282459331490099,0.252500101927667,0.325600073155351,0.326912262971119,0.324175670866042,0.327410061112242,0.0152972875558771,0.00254954792597952
"168",0,0.454188136290759,0.226944931247205,0.286756797755271,0.3495701009799,0.2153117248533,0.424844237401486,0.0788206642097794,0.0131367773682966
"169",1,0.315453984867781,0.288595107965305,0.521717478450343,0.55037854487723,0.513497416268976,0.608199962165642,0.0227038051467389,0.00378396752445648
"170",0,0.34544369019568,0.330669398899484,0.567469677148474,0.600295885693847,0.41482294952015,0.642593972162183,0.0377659588935785,0.00629432648226308
"171",1,0.28050487106666,0.206869801957064,0.394597082780894,0.408331912867439,0.37365696514758,0.422636220317735,0.0151838842825964,0.00253064738043273
"172",1,0.471220207680017,0.230604691581207,0.291496579911204,0.295679146076993,0.251783825888455,0.412538990814611,0.0442728040693328,0.00737880067822213
"173",1,0.33527472242713,0.270743246880795,0.368847859692609,0.383485690259161,0.351502369060816,0.398541258578216,0.0219082536548376,0.0036513756091396
"174",1,0.496569997537881,0.346213355219881,0.179730628295068,0.20629968068203,0.119347357537499,0.343222327923272,0.0337861066497862,0.00563101777496437
"175",0,0.106218507420272,0.102893345586939,0.330349738720144,0.375825884754772,0.236691444881192,0.390377732926149,0.0558026853296906,0.00930044755494843
"176",0,0.453131370712072,0.294047381017338,0.400365032618971,0.559678971055028,0.301344472691882,0.598124555966839,0.0191211093310267,0.00318685155517111
"177",0,0.398936916608363,0.345996421331145,0.337972961039001,0.404371197188108,0.286863676858778,0.415633649818645,0.0304310147301294,0.0050718357883549
"178",0,0.146138465311378,0.114033807585668,0.509228209295136,0.538327794279423,0.505005824485147,0.589424596520761,0.0303439802955836,0.00505733004926393
"179",0,0.194284659530967,0.104235720048102,0.170962976629507,0.446581769068445,0.169447524430767,0.449528072548162,0.084678315310739,0.0141130525517898
"180",1,0.17024562722072,0.14771265278675,0.514995141137527,0.524300447583947,0.417113302936208,0.675406813261704,0.0383992761769332,0.0063998793628222
"181",1,0.46135755321011,0.129586060539706,0.265663557289831,0.273799779037757,0.101208270592437,0.298257067532048,0.0532316753361374,0.00887194588935624
"182",1,0.332942676357925,0.112410872228124,0.435121686392944,0.474579994165202,0.413972857137547,0.510379101278494,0.0366497325501405,0.00610828875835675
"183",0,0.192266966495663,0.135051760205435,0.480327775216092,0.485096481187953,0.47695194927264,0.489801903665026,0.066020063336473,0.0110033438894122
"184",0,0.111258288938552,0.10852077776207,0.280067097792178,0.323991007124464,0.26697156401088,0.3318509835134,0.0943700070050545,0.0157283345008424
"185",1,0.449132566712797,0.345824063410192,0.32154980322293,0.328154506861685,0.321066165795981,0.329013950338378,0.0110978791746311,0.00184964652910518
"186",1,0.315557539183646,0.117836553202657,0.364102620547299,0.384950799496796,0.359858608757294,0.471515696624464,0.0199159217905253,0.00331932029842089
"187",1,0.141362644452602,0.122058629977915,0.254936858388117,0.266614290768476,0.185221790531653,0.298555159796528,0.0152479721466079,0.00254132869110132
"188",0,0.145834993198514,0.10926741244286,0.557131785900696,0.566135048739664,0.554521106037408,0.576511236924284,0.048944671289064,0.008157445214844
"189",0,0.219710197951645,0.195299213159734,0.428940186823168,0.432951582690528,0.425967571509156,0.448709511947073,0.0582025248953141,0.00970042081588569
"190",1,0.38724144231528,0.153857534687015,0.500237653414996,0.530754495886956,0.470259731690625,0.549039710464126,0.0307327056815848,0.00512211761359746
"191",1,0.436932027898729,0.354266483250167,0.274272136383761,0.27724297331383,0.272538723920418,0.283903477070438,0.0101073722005822,0.00168456203343036
"192",1,0.495942436251789,0.341978720674016,0.370504184290747,0.405602938726573,0.308560790625311,0.505403582585248,0.0330495487316512,0.00550825812194186
"193",0,0.261876146215945,0.205196997537087,0.485068304101509,0.504926144474538,0.464529553669602,0.564459325244688,0.094006825259421,0.0156678042099035
"194",1,0.324693790823221,0.14670836926305,0.19432518465228,0.248692004097961,0.189251661648145,0.273813574939066,0.041534887291491,0.00692248121524851
"195",0,0.117763491813093,0.109284581103365,0.371522396012389,0.495755240862455,0.333270615863907,0.654139922141509,0.0251869486761279,0.00419782477935466
"196",1,0.493060906138271,0.12054003551632,0.212465372982494,0.227676343855371,0.206416180372144,0.307500191571363,0.0512362080113962,0.00853936800189937
